text,standardized,split,input_char_len,target_char_len,input_truncated,target_truncated,input_padding_needed,target_padding_needed
Bizin guette ene coup ene bus 15 sorti flacq pou ale [NAME] prend 2 heure temps,Bizin get enn kut enn bus 15 sorti Flacq pu ale [NAME] prend 2 heure tan.,train,81,75,False,False,175,181
"Li p gate reputation bannes bon artistes, bannes chantes la pena okain sense. Li meme li pena style. Li bisin alle teigne","Li pe gate reputation bann bon artistes, bann sante la pena okenn sense. Limem li pena style. Li bizin ale teigne.",train,123,116,False,False,133,140
Vigilance Faire riyé Un ferfoute Tous les jour INDIENS Pe rentré plein plein Ou trouve kiken pe prend konte Nek LA CAISSE LA CAISSE LA CAISSE,"Vigilance? Faire riye. Un ferfoute, tulezur INDIENS pe rantre plein plein. Ou truve kiken pe prend kont? Nek LA CAISSE, LA CAISSE, LA CAISSE.",train,143,143,False,False,113,113
"[NAME], samm ki bizin fr la sinn mayer sa narien papu drec","[NAME], samem ki bizin fer la, sinon mayer sa. Nanyin pa pu dresse.",train,60,69,False,False,196,187
Fizi delo sa,Fizi dilo sa.,train,14,15,False,False,242,241
Jamais trop tard pou dir la vérité ki bondier aide ou trouve justice pou ou belmere,Jamais trop tard pu dir la vérité. Ki Bondieu aide ou truve justice pu ou belmer.,train,85,83,False,False,171,173
Koma navin nome moi minis CEB courant baissé demain mem. Vendeur rêve ! 😡,"Kuma Navin nomme moi minis CEB, courant baissé demain mem. Vendeur rêve ! 😡",train,75,77,False,False,181,179
Ancor ene accident ancor alcohol lor volant ancor innocent blesser grave ban dimoune pa pe comprend mem,Ankor enn accident. Ankor alcohol lor volant. Ankor innocent blesse grave. Bann dimunn pa pe comprend mem.,train,105,108,False,False,151,148
Napa done caution,Napa donne caution.,train,19,21,False,False,237,235
Li pou rapel mem ki line dir dans so discours? Parski dans la court li ti dir li ggn alzheimer😵‍💫,Li pu rapel mem ki linn dir dans so discours? Parski dans lakour li ti dir li gagne Alzheimer.😵‍💫,train,99,99,False,False,157,157
Missier la so vision p rod fer marchand travail lor larue mem. Et fer zot amalgam bien. Et bann ki ena magasin et ki pay patent municipalite bizin rann tablier et vin travail lor larue car missier p envie fer port louis la rue des forges New York city market fair,"Misye la so vision pe rode fer marchand travail lor la rue mem. Et fer zot amalgam bien. Et bann ki ena magasin et ki pay patent municipalite, bizin rande tablier et vinn travail lor la rue. Car misye pe anvi fer Port Louis la rue Desforges, New York city market fer.",train,265,269,True,True,0,0
Des dangers piblik ti kapav tuer innocent bizin fermer sa tir so licence,"Des dangers piblik! Ti kapav tue innocent. Bizin ferme sa, tire so licence.",train,74,77,False,False,182,179
Ban parents dir bon debaRa 😅 mem zenfan perdi pa retourner retourn tard pouvi pa p vin fatig zot... in mauritius TEENAGERS enjoy life after school,Bann parents dir bon debara 😅 mem zanfan perdi pa retourne retourne tard puvi pa pe vinn fatig zot... Inn Mauritius teenagers enjoy life after school.,train,148,152,False,False,108,104
"[NAME], ey gagn droit saisi lacaz la ar zot","[NAME], ey, gagne droit saisi lakaz la ar zot?",train,45,48,False,False,211,208
Ace rempli film dan lacour hospital payer bien largent pou ban propert bus la pou travail marcher,Ase rempli film dan lakour hospital peye bien larzan pu bann proprieter bus la pu travail marse.,train,99,98,False,False,157,158
"[NAME], eyy mamoo dans nhs zot night shifts li 12.5 hours et ena zis foundation year doctor rmo ek registrar ki reste dans l’hôpital mais après 12 5 hours zot alle dormi lakaz ena 1 consultant ki on call depi so lakaz et ban docteur ki dan l’hôpital kpav call in case of emergency pas koz napa kan to ene bourbak","[NAME], ey mamou, dans NHS zot night shifts li 12.5 hours et ena zis foundation year doctor, rmo ek registrar ki reste dans l’hôpital mais après 12. 5 hours zot ale dormi lakaz. Ena 1 consultant ki on call depi so lakaz et bann docteur ki dan l’hôpital kapav call inn case of emergency! Pas koze napa kan to enn bourbak.",train,314,322,True,True,0,0
"[NAME], to en sécurité la bro?","[NAME], to en sécurité la brother?",train,32,36,False,False,224,220
B boss en ti question... Ou p exize zt travail... P ou pa coir bizen pay zt bien... Kfr ou pa dir ou pm... Fr zt ggne doub kan wrk dan dimance.. Conze public...???? So non. Ta bomli 😂😂😂🤣🤣 aret fr semblan.. Lanne in sanzer... Sanze zt mentality ipokrit la,B boss enn ti question... Ou pe exzize zot travail... Pa ou pa krwar bizin pay zot bien... Kifer ou pa dir ou premye minis... Fer zot gagne doub kan work dan dimance.. Conge public...???? So non... Ta bomli 😂😂😂🤣🤣 aret fer semblan.. Lane inn sanze... Sanze zot mentality ipokrit la.,train,256,283,False,True,0,0
Li ti dan albion taler la avec ene mec,Li ti dan Albion taler la avec enn mec.,train,40,41,False,False,216,215
"Zot pa trouve banela fout de zot, you le lane parey, zordi mo zenfan ena 20 ans, li ti gagne kolez pou al rose belle academy kar ena isi a bbassin, finally linn al sss me mo fière mo zenfan et pa sa diplom moris la kinn fer li arive, c’est en li sa.","Zot pa truve banla fout de zot. Tu le lane pareil. Zordi mo zanfan ena 20 ans, li ti gagne kolez pu ale Rose Belle academy kar ena ici a Beau Bassin. Finally linn ale SSS me mo fière mo zanfan et pa sa diplom Moris la kinn fer li arrive, c’est en li sa.",train,251,255,False,False,5,1
Lekol ena pena????,"Lekol ena, pena????",train,20,21,False,False,236,235
Si prof ti travail cuma besoin eleve pas ti bizin prend lecon lecon trop fatigue zenfant ena zenfant 7 lor 7 lecon cuma ouler zenfant la pa fatiguer ena zenfant pu ene seul sujet li prennd 2 place qui faire pu faire competition avec camarade system eduction pa bon du tu meme may niveau primaire ene zenfant 10 ans pe fatiguer avec lecon astere di zenfant rentre form 1 ala parent commence stresser faire zotte prend lecon juste pu qui li capave passe sa ezamin form 3 la,Si professeur ti travail kuma besoin zelev pas ti bizin prend lesson. Lesson trop fatigue zanfan ena zanfan. 7 lor 7 lesson kuma oule zanfan la pa fatigue. Ena zanfan pu enn seul sujet li pran 2 place. Qui faire? Pu faire competition avec camarade system education pa bon du tu mem may niveau primaire enn zanfan 10 ans pe fatigue avec lesson. Aster di zanfan rantre form 1 ala parent commence stresse faire zot prend lesson just pu qui li kapav passe sa legzanp form 3 la.,train,473,475,True,True,0,0
Ene seul coup les rats canards et chats pé vine problème no1 dans maurice pour certaines personnes,"Enn seul kut les rats, canards et chats pe vinn problème nimero 1 dans Maurice pour certaines personne.",train,100,105,False,False,156,151
"[NAME], mo croire tò pas vivere dan maurice roulet a soir tò ava connet ki appel mineur. Mais tifi la ti pe trasse la vie. Dapres so histoires affaire a suivre","[NAME], mo croire to pas viv dan Maurice roulet aswar to ava kone ki apel mineur. Mais tifi la ti pe trasse lavi dapre so histoires, affaire a suivre.",train,161,152,False,False,95,104
Sak information so maniere... Ti moment tpc.. Apr inspecteur... Foto la 1 sergent.. Which is which! 🤦,Sak information so maniere... Ti moment TPC.. Apre inspecteur... Foto la 1 sergent.. Which is which! 🤦,train,103,104,False,False,153,152
Emtel ena myt money!!!!,Emtel ena MY.T money!!!!,train,25,26,False,False,231,230
Sage decision 🫡 lais li rest kas yien meme la ena 1 lot yien pe avy coute roche lor loto comment to areter problem to gagne coute to obliger rest aller meme maurice pe vin kuma sud afrique si bne lotoriter pas geut sa astr la pour arrive trop tard plus devant,"Sage decision 🫡 laisse li reste kase yen mem, la ena 1 lot yen pe avoy kut roche lor loto comment to aret problem to gagne kut to oblize reste ale mem, Maurice pe vinn kuma Sud Afrique si bann otorite pas get sa, aster la pour arrive trop tard plus devant!",train,261,258,True,True,0,0
"[NAME], p grillier dimoune dan port louis","[NAME], pe griller dimunn dan Port Louis.",train,43,43,False,False,213,213
"Bizin bourre zot tous dehors et appoint médecins depuis madagascar, l’inde et l'afrique.. Pas blier banne l’années 70...","Bizin boure zottu dehors et appoint médecins depuis Madagascar, Inde et l'Afrique.. Pas bliye bann l’années 70...",train,122,115,False,False,134,141
Parent la ki so role. Bizin bez case irresponsabilité contre parent la même. La chauffeur ki pou alle asiz lor via. Avec parent ki ti bizin faire alcootest,Parent la ki so role. Bizin bez case irresponsabilité contre parent lamem. La chauffeur ki pu ale asize lor via. Avec parent ki ti bizin faire alcotest.,train,157,154,False,False,99,102
Hats off sa trv la mal peyer apres dimou e abize zot sidir zot fer n trv ki pa dan zot condition atantk pou coner la mo tel to sef la par force to poufer poy ki zot prend banla moi divanmoi n madame dir atan mo garson pou telephoner la kuma dir so garson la premier minis sa ata ggtto garson pa mari naryen li kkliki la bix8ndone zot zot droit pa tou ggtvine fer mari selmentsi coze bien r zot coze bien r zot trv la fer sa ester bane la aussi bizin ena nmaniere trv selment mo re dir la fer marir,"Hats off sa. Truve la: mal peye. Apre dimunn et abize zot. Si dir zot fer enn travail ki pa dan zot condition, atann to pu kone. La mo telefone to sef la, par force to pu fer poy ki zot prend banla. Moi divan moi enn madame dir: atann mo garson pu telefone la, kumadir so garson la premier minis. Sa ata ggt garson pa mari naryen, li kakaliki la. Bix8ndone zot zot droit. Pa tu gogot vinn fer mari. Selma si koze bien ar zot, koze bien ar zot. Truve la fer sa. Aster bann la osi bizin ena enn maniere. Truve selma, mo redir la, fer marir.",train,499,540,True,True,0,0
Li pou gange point la so camarade pou bizin mette point. Dans lhopital. Sezi so lauto ek so licence apres faire li peiye domage pou banne blesse ek pour zotte lauto. Plis li bizin rembourse tous sa jour ki banne blesse la pas pou travail ek zotte frais medicament. Ect ect,Li pu gange point la so camarade pu bizin met point dans lopital. Sezi so loto ek so licence apre faire li peye domage pu bann blesse ek pour zot loto. Plis li bizin rembourse tusa jour ki bann blesse la pas pu travail ek zot frais medicament. Etc etc.,train,274,254,True,False,0,2
quand bus gratuit si pe coz revoir tariff,Quand bus gratuit si pe koze revoir tariff.,train,43,45,False,False,213,211
Cyclone la ti vne frequente weekend apre ine aller🤣🤣,Cyclone la ti vinn frequente weekend apre inn ale.🤣🤣,train,54,54,False,False,202,202
"[NAME], côté in aller","[NAME], kot inn ale?",train,23,22,False,False,233,234
"Kan ramgoolam prend decision, paul cot ete??","Kan Ramgoolam prend decision, Paul kot ete??",train,46,46,False,False,210,210
Cause pour maurice.,Cause pour Maurice.,train,21,21,False,False,235,235
Ene tas tapaz pou pas change nanier. 🙂,Enta tapaz pu pas change nanyin. 🙂,train,40,36,False,False,216,220
Deux premier ministre in kokin alors,Deux premier ministre inn kokin alors.,train,38,40,False,False,218,216
Shakeel rodeur role,Shakeel rodeur role.,train,21,22,False,False,235,234
Camion la ti bizin laisse van la aller... et van la ti p roule trop vite,Camion la ti bizin laisse van la ale... Et van la ti pe roule trop vite.,train,74,74,False,False,182,182
Si pa ti mem sa case la lor fb la police ti pou pipi lor nou zot,Si pa ti mem sa case la lor Facebook la police ti pu pipi lor nu zot.,train,66,71,False,False,190,185
P al à la découverte de l'Amérique,Pe ale à la découverte de l'Amérique.,train,36,39,False,False,220,217
Jaune saveur curry vert la li légume,"Jaune saveur curry, vert la li légume.",train,38,40,False,False,218,216
Bizin mete en lordre Dan ganga talao pa capav dimoune faire c ki zot envi laba e ena ban meteur choula derriere sa faudrer pa rentre Dan zot piege,"Bizin met en lord dan Ganga Talao. Pa kapav dimunn faire seki zot anvi laba. Et ena bann meteur choula deryer sa, fode pa rantre dan zot piege.",train,148,145,False,False,108,111
Tiouuu sa osi ek 3 credits 🙄 avk 5 credit komie li ti pu ete svp,Tiew! Sa osi ek 3 credits. 🙄 Avek 5 credit komie li ti pu ete svp?,train,66,68,False,False,190,188
Missier la so vision p rod fer marchand travail lor larue mem et fer zot amalgam bien et bann ki ena magasin et ki pay patent municipalite bizin rann tablier et vin travail lor larue car missier p envie fer port louis la rue des forges New York city market fair,"Misye la so vision pe rode fer marchand travail lor la rue mem. Et fer zot amalgam bien. Et bann ki ena magasin et ki pay patent municipalite, bizin rande tablier et vinn travail lor la rue. Car misye pe anvi fer Port Louis la rue Desforges, New York city market fer.",train,263,269,True,True,0,0
To guet figuir pu mete nom toi ta baya.,To get figure pu met nom toi. Ta baya.,train,41,40,False,False,215,216
"[NAME], pa refuse sinn zt fam pu tir lor tw🤣m tro loin pu vin defan tw🤣🤣🤣[NAME]","[NAME], pa refiz sinon zot fam pu tire lor twa🤣mo tro loin pu vinn defane twa🤣🤣🤣[NAME].",train,81,89,False,False,175,167
"[NAME], parent ki pa bon","[NAME], parent ki pa bon.",train,26,27,False,False,230,229
Ene gouvernment soy,Enn gouvernment soy.,train,21,22,False,False,235,234
So employeur et collegues pu penser toulejr li ggn caution pu li vine travail 😆,So employeur et collegues pu pense tulezur li gagne caution pu li vinn travail. 😆,train,81,83,False,False,175,173
Ki so domaine comme educative eski li n 6 a comme son of sardar,Ki so domaine comme educative? Eski li enn 6 a comme son of sardar?,train,65,69,False,False,191,187
Ena bann nouvo fek rente cid la lor flacq 23 ans pena foder guet zot sakalite mari zot p fr la zisss akozz zot rente cid,"Ena bann nuvo fek rantre CID la lor Flacq. 23 ans pena, fode get zot sa kalite mari zot pe fer la, zis akoz zot rantre CID.",train,122,125,False,False,134,131
"Travail ki bizin fer sa zotte pa pu fer, etah leve pk aller tah, zotte pe mank rol banne pl. Mo pu guetter kan pu ena bangladeshi la ba ki pu to rol","Travail ki bizin fer sa zot pa pu fer, eta leve pake ale ta, zot pe mank role bann pilon. Mo pu get kan pu ena Bangladeshi laba ki pu to role.",train,150,144,False,False,106,112
[NAME] oui mais zot explication la extra sa... Koumadir pa ti ena cyclone ditou,[NAME] oui mais zot explication la extra sa... Kumadir pa ti ena cyclone ditou.,train,81,81,False,False,175,175
Situation pareil bour coute balle le pep bizin pay zot pu nouri zot dan prison,"Situation pareil, boure kut balle. Lepep bizin peye zot pu nouri zot dan prison.",train,80,82,False,False,176,174
Si li pa voler li vantar🙄🙄,"Si li pa voler, li vantar. 🙄🙄",train,28,31,False,False,228,225
Lundi mmm p retire li lerla mo get comments ek sa li imminent,Lundi MMM pe retire li lerla mo get comments. Ek sa li imminent.,train,63,66,False,False,193,190
li travaille tres tres tres dure sa Madame la.... kot guetter zot p mette programme,Li travail tre tre tre dure sa madame la.... kot get zot pe met programme.,train,85,76,False,False,171,180
Li pas aller formation ça comment servi li ti kpav trouvé la mort,"Li pas ale formation sa, kuma servi li? Li ti kapav truve la mort.",train,67,68,False,False,189,188
"[NAME], b pa bzn to bat lizier 🤣","[NAME], b pa bizin to bate lizye. 🤣",train,34,37,False,False,222,219
Bien triste bon courage pou banne ebouer pas facil,"Bien triste bon courage pu bann eboueur, pas fasil.",train,52,53,False,False,204,203
Jordi calebasse kaser la grains faner,Zordi calebasse kase la grains fane.,train,39,38,False,False,217,218
B dancer la ki arriver sa baraz ine eclaté kisa,B dancer la ki arrive sa? Baraz inn eclate kisa.,train,49,50,False,False,207,206
Bizin pas gard dans moris sa trop dangereux sa pour nous,"Bizin pas garde dans Moris sa, trop dangereux sa pour nous.",train,58,61,False,False,198,195
Ki so titre sa film la,Ki so titre sa film la?,train,24,25,False,False,232,231
"[NAME], ki to p nourrit","[NAME], ki to pe nourrit?",train,25,27,False,False,231,229
Sa ban news la bizin pa post lor zot page sa... Ban dimun nerport ha😂cuma ou kav donne attention a ennn dimun fou?🫩,Sa bann news la bizin pa post lor zot page sa... Bann dimunn nerport ha😂kuma ou kapav donne attention a enn dimunn fou?🫩,train,117,122,False,False,139,134
Ki vilain to p fer to p al écrire mo cam [NAME]?,Ki vilain to pe fer? To pe ale écrire mo kamarad [NAME]?,train,50,58,False,False,206,198
"Sa 1 world news, the only double decker bus in mauritius caught fire 🤣🤣🤣","Sa 1 world news, the only double decker bus inn Mauritius caught fire. 🤣🤣🤣",train,74,76,False,False,182,180
bus netage sa￼￼🤣,Bus letaz sa￼￼.🤣,train,18,18,False,False,238,238
"[NAME], bne la in site nom [NAME] la 😂😂","[NAME], bann la inn site nom [NAME] la. 😂😂",train,41,44,False,False,215,212
Tou ban dimoun kin don zot CART IDENTITÉ BIZN MET PLAINT PARSKI LEZOT P FER KAS LO ZOT NOM 😂,Tu bann dimunn kinn donne zot carte identité bizin met plaint parski lezot pe fer kas lo zot nom. 😂,train,94,101,False,False,162,155
"What do you mean my ""excès""","What do you mean my ""excès""?",train,29,30,False,False,227,226
To kne BOUSSOU,To kone boussou.,train,16,18,False,False,240,238
Pa la peine publier 1 l'article qnd ou pas met nom la personne parcequi sa em tout Molicien p atane!,Pa la peine publier 1 l'article kan ou pas met nom la personne parski samem tu Morisien pe atann!,train,102,99,False,False,154,157
Kot nous ki été couvent d malade🤔 tout bane cas kot pour al mort mm avoy ici,Kot nous ki ete? Couvent de malade🤔 tu bann cas kot pour ale mort mem avoy ici.,train,78,81,False,False,178,175
"[NAME], ouvert toilette registrar pu public..... Ti pu pli facile..... Ek si ki ena dan bus stop plaine vert. Li ti pou satisfessant.... Non","[NAME], ouvert toilette registrar pu public..... Ti pu plis facile..... Ek si ki ena dan bus stop Plaine Verte. Li ti pu satisfessant.... Non.",train,142,144,False,False,114,112
Station la police pompier tou sa la trav 24/7 b la ba osi ena la porte ki fer to pa ale dmande zot,"Station la police, pompier tusala travail 24/7, b laba osi ena la porte, kifer to pa ale demande zot?",train,100,103,False,False,156,153
Franco italien sa bacharia pilot avion,Franco-Italien sa batiara pilot avion.,train,40,40,False,False,216,216
Pou lichien pas rentre,Pu lisyin pas rantre.,train,24,23,False,False,232,233
Ti ena formi rouge la bas. Le pauvre 🤣🤣🤣,Ti ena formi rouge laba. Le pauvre. 🤣🤣🤣,train,42,41,False,False,214,215
C bane otorité concerné ki ti bizin recupère sa bane bouteils plastic vide la deja bin la fini débordé depi lontan,Se bann otorite concerne ki ti bizin recupère sa bann boutey plastic vide la. Deza bin la fini deborde depi lontan.,train,116,117,False,False,140,139
"Tout coquin ce coquin 💯 dac, me fermé la ki faire choisir dimoune pou fermé? 🤔 ena 2 valise plein ziska zordi pankor koné ki sanela proprietaire, ki valise la ti rempli par li meme sa? Right, Dip, so garçon, Jaggai ek lezot encore zot kavé? Deroule tapis rouge pou zot? Ferme tout seki coupable pareil matlot, seki rodé bizin gagné.","Tu kokin se kokin 💯 dac, me ferme la kifer choisir dimunn pu ferme? 🤔 Ena 2 valise plein ziska zordi pankor kone kisnala proprietaire, ki valise la ti rempli par limem sa? Right, DIP, so garçon, Jaggai ek lezot encore zot kave? Deroule tapis rouge pu zot? Ferme tu seki coupable pareil matlot, seki rode bizin gagne.",train,334,318,True,True,0,0
Réfléchi bien quand zot faire zot publicité personnellement mo pas ti pou content manger avec sa bougre la dans restaurant,Réfléchi bien quand zot faire zot publicité. Personnellement mo pas ti pu kontan manze avec sa boug la dans restaurant,train,124,120,False,False,132,136
Rip 🙏 bisin met sa ban bouro la pendi,RIP 🙏 bizin met sa bann bouro la pendi.,train,39,41,False,False,217,215
Quand al la mer.. Veille ou zenfant... Telment p amizer sa... P blier ena zenfant tout..,Quand ale la mer.. Veille ou zanfan... Telma pe amize sa... Pe bliye ena zanfan tu..,train,90,86,False,False,166,170
Eski ena kiken depuis mustang ine vine riche ek cryto,Eski ena kiken depuis mustang inn vinn riche ek crypto?,train,55,57,False,False,201,199
"[NAME], lerla li pu re renvoye li 😂","[NAME], lerla li pu re renvoye li. 😂",train,37,38,False,False,219,218
Zotte fine choisir çà profession (métier) là pou soigne dimoune ou pou zis prend casse alle la case 24/7 dans privé zotte capave dans service public zotte pas capave,"Zot finn choisir sa profession (métier) la pu soigne dimunn ou pu zis prend kas ale lakaz. 24/7 dans prive zot kapav, dans service public zot pas kapav.",train,167,154,False,False,89,102
Parski ena patient sover depi dans lopital,Parski ena patient sove depi dans lopital.,train,44,44,False,False,212,212
Camion en tort si li pena priorité mo ena l'impression van la lor n main,"Camion en tort si li pena priorité, mo ena l'impression van la lor enn main.",train,74,78,False,False,182,178
So docteur in condamné li mais li arrogant et gourmand pou donne permit so clan dans chamarel,"So docteur inn kondann li, mais li arrogant et gourmand pu donne permis so clan dans Chamarel.",train,95,96,False,False,161,160
Ti poual ggn 3OO mil ar sa la 💔,Ti pu ale gagne 300 mille ar sa la. 💔,train,33,39,False,False,223,217
Enough is Enough fatigue avec sa ban zafer la tout les zour bizin pran contiance vous autre papa la encore sous le chock,"Enough is enough. Fatigue avec sa bann zafer la tulezur. Bizin pran contiance, vous autre. Papa la encore sous le shock.",train,122,122,False,False,134,134
Film net ca,Film net sa.,train,13,14,False,False,243,242
"Sa met foto, nom et ki li ete en gros sa 🙄","Sa met foto, nom et ki li ete en gros sa. 🙄",train,44,45,False,False,212,211
Ena policier station 4bornes clerk li pas travail du tou li va et viens côté prend fam kite la caz aller kite fam travail 20 ans dans 4 bornes pena ssu smf pou li msm protège li,"Ena policier station Quatre Bornes clerk, li pa travail ditou. Li va ek vini kote pran fam, kite lakaz, ale kite fam travail 20 ans dan Quatre Bornes. Pena SSU, SMF pu li. MSM protez li.",train,179,188,False,False,77,68
Sa internaute kine alerte sa news bizin kone bien zistoire avant et sa bane dimoune ki p. Met comments negative la tros de jugement sans ki zot koner kine arriver,"Sa internaute ki finn alerte sa news bizin kone bien zistwar avant. Ek sa bann dimunn ki pe met comments negative la, trop zizman san ki zot kone ki finn arrive.",train,164,163,False,False,92,93
"[NAME], alle fer travail la facil ca 1 dimun trav 24h 36h parfois plus","[NAME], ale fer travail la, fasil sa 1 dimunn travail 24hr, 36hr, parfois plus.",train,72,81,False,False,184,175
UBS so service pa bon ditu,UBS so service pa bon ditou.,train,28,30,False,False,228,226
"[NAME], lepep bizin conner couma so garcon finne rent dan lopital lor la tete ene tas docter bizin conner so fam couma senior advisor ene ministere tousa sa bsichooa la pa dire nek visite surprise","[NAME], lepep bizin kone kuma so garson finn rantre dan lopital lor latet enta docteur. Bizin kone so fam kuma senior advisor enn minis. Tusa sa Baichoo la pa dire. Nek visite surprise.",train,198,187,False,False,58,69
Notre pain quotidien..,Notre pain quotidien..,train,24,24,False,False,232,232
"[NAME], bro dans nu lepok nu parent ti pe travail laboureur mais nu ti gagne nu 5 credit aster avec tou sa l'avantage la 3 credit ci pas capave gagne plus tord c politicians fer tou pu rest lors pouvoir","[NAME], brother, dans nu lepok nu parent ti pe travail laboureur mais nu ti gagne nu 5 credit. Aster avec tu sa l'avantage la 3 credit si pas kapav gagne. Plus tord se politicians fer tu pu reste lor pouvoir.",train,204,210,False,False,52,46
Ra 44,Rs44.,train,7,7,False,False,249,249
Malediction bane politien we have solution contact whole le peuple put hand together,Malediction bann politicien. We have solution contact: whole le peuple put hand together.,train,86,91,False,False,170,165
Ene mari bouffon saa ayo cot sorti saa,"Enn mari boufon sa, ayo, kot sorti sa.",train,40,40,False,False,216,216
"[NAME], pu encore rapell ki lin kog la li ena problem alzaimer li","[NAME], pu encore rapel ki linn koze la, li ena problem Alzheimer li.",train,67,71,False,False,189,185
Zoli travaaiill,Zoli travail.,train,17,15,False,False,239,241
"[NAME], bizin arrette vende couto","[NAME], bizin aret vande kuto.",train,35,32,False,False,221,224
"[NAME], 2 boul aC","[NAME], 2 boul ase",train,19,20,False,False,237,236
Maurice pour ena lecole svp. Asking for a friend. This is the friend [NAME],Maurice pour ena lekol svp. Asking for a friend. This is the friend [NAME].,train,77,77,False,False,179,179
Which is which mone épli kompran nanien.?,Which is which? Mon nepli konpran nanyin.,train,43,43,False,False,213,213
Zis pm ki p trouve tout corek🇲🇺🤔🇲🇺 law and order💩👍,Zis premye minis ki pe truve tu korek🇲🇺🤔🇲🇺 law and order.💩👍,train,52,61,False,False,204,195
Apres 9ans komedir dan film sa zistwar la,Apre 9 ans: kumadir dan film sa zistwar la.,train,43,45,False,False,213,211
Ki kaliter mama sa bour so photo do,Ki kalite mama sa? Boure so photo dow.,train,37,40,False,False,219,216
Pou moi personelment mo done mdm tort ou accepter rest ek ene zom ki fer dominer ar ou 2026 la lever kas sa somei la kifer bizin ena zenfent avec concubin si ene dimoune vrai meme li envie fet ene lavenir avec ou li pou marier avec ou religieusement anene ou dan so la caze vivre couma ene couple,"Pu moi personelment mo donne madam tort. Ou accepte reste ek enn zom kifer dominer ar ou, 2026 la leve kas sa somey la. Kifer bizin ena zanfan avec concubin? Si enn dimunn vrai mem li anvi fet enn lavenir avec ou, li pu marie avec ou religieusement amenn ou dan so lakaz viv kuma enn couple.",train,298,293,True,True,0,0
Ki raison ena buku malaise lor volant vaccin COVID,Ki raison ena buku malaise lor volant? Vaccin COVID?,train,52,54,False,False,204,202
Madame vin maurice ou defand ou garson comsa pas bizen avocat,Madame vinn Maurice ou defane ou garson kumsa pas bizin avocat.,train,63,65,False,False,193,191
Attend c'est lui qui jouer dans trioco Taiii ena Bez la,"Attend c'est lui qui jouer dans trioco? Tai, ena bez la.",train,57,58,False,False,199,198
P bez kas lepep apre 1 ans ki zot decide pu travai aret fer tikomik do zis dan mauriwood ki ena zimaz,"Pe bez kas lepep. Apre 1 ans ki zot decide pu travail, aret fer ticomik, dow! Zis dan mauriwood ki ena zimaz.",train,103,111,False,False,153,145
Wow super sa mo resli kone kisanla CP Of moris,Wow super sa! Mo resi kone kisanla CP of Moris.,train,48,49,False,False,208,207
"Code de la route dir ou,, kans un vehicle pe signal ar phar sa veut dire li pe alert ou so presence… mais camion ine pense li capav sorti. Van ti gagne letemp pu rallenti mais li prefer accelerer donc li aussi li ena parti responsabilités parceki ti capav evite accident… problem dans maurice ki ban chauffeur pena courtesy","Code de la route dir ou, kan un vehicle pe signal ar phare sa veut dire li pe alert ou so presence… mais camion inn pense li kapav sorti. Van ti gagne letan pu rallenti mais li prefere accelerer donc li aussi li ena parti responsabilité parski ti kapav evite accident… problem dans Maurice ki bann chauffeur pena courtesy.",train,325,324,True,True,0,0
Ki valise zot p coze ta bane couyon ena dimoune dan sa pei la ena miles fois plis ki all compren si zamain ene premier minis ena sa contite la b li normal si ene premier minis pa pou ena millions b ki sanla ki bizin ena sa ene saritable alore cone ki zot p coze,"Ki valise zot pe koze, ta bann kuyon? Ena dimunn dan sa peyi la ena mille fois plis ki ale konpran. Si zame enn premier minis ena sa kantite la b, li normal si enn premier minis pa pu ena millions, b kisanla ki bizin ena sa? Enn saritab? Alor kone ki zot pe koze.",train,263,265,True,True,0,0
Zis sa ti nom [NAME] la ki pé fatigue moi la 🙄🙄🤔 ki nom fami sa mo envi kné,Zis sa ti nom [NAME] la ki pe fatigue moi la. 🙄🙄🤔 Ki nom fami sa? Mo anvi kone.,train,77,81,False,False,179,175
Li pareil kuma kifer to p respirer kan to koner to pou obliger mort?,Li pareil kuma kifer to pe respire kan to kone to pu oblize mort?,train,70,67,False,False,186,189
"Kiarivé, lavi dimouns perna lr ça. Zot ti bien koné ki c ene travail 24/7, ena pou fr shift. Zot pa tiéna pou prend travail là. Ress lakaz","Ki arrive, lavi dimunn pena lor sa? Zot ti bien kone ki se enn travail 24/7, ena pu fer shift. Zot pa ti ena pu prend travail la. Res lakaz.",train,140,142,False,False,116,114
Cot passer zot mm do.,Kot passe zot mem dow.,train,23,24,False,False,233,232
L'important leker propre noune kone dan tard,L'important leker propre. Nu kone dan tard.,train,46,45,False,False,210,211
Pour la transparence qui au moins la banque la faire ene communiquer pour rassure zot clients parseki pas zordi pas demain publique pou conner et lerla confiance fini perdi,"Pour la transparence, qui au moins la banque la faire enn communiquer pour rassure zot clients. Parski pas zordi pas demain publique pu kone et lerla confiance fini perdi.",train,174,173,False,False,82,83
"[NAME], pou baissé","[NAME], pu bese.",train,20,18,False,False,236,238
Eski enn bus electric sa?,Eski enn bus electric sa?,train,27,27,False,False,229,229
Telment ine reste dan lopposition nepli koner kuma pu roule pays. Mauroc8en in faire erreur ine vot zot. Mai pa pu ena 2eme fois. Pren to pake ale t lakaz,Telma inn reste dan lopozisyon nepli kone kuma pu roule pays. Mauricien inn faire erreur inn vote zot. Me pa pu ena 2eme fois. Pran to pake ale to lakaz.,train,156,155,False,False,100,101
