text,standardized,split,input_char_len,target_char_len,input_byte_len,target_byte_len,input_byte_char_ratio,target_byte_char_ratio
Chauffeur. la. ki. ti. bizin. mort.,Chauffeur la ki ti bizin mort.,train,35,30,35,30,1.0,1.0
Problème la seki dimoune pas responsable zot hors la loi zot bizin gng n bon correction et si pou comprend rest a savoir ex le [NAME] l'ex minis so garçon. Point bar,Problème la seki dimunn pas responsable zot hors la loi zot bizin gagne enn bon correction et si pu comprend reste a savoir ex le [NAME] l'ex minis so garçon. Point bar.,train,165,169,167,171,1.0121212121212122,1.0118343195266273
Mo pas nécessaire met zot soulier ok du coup kan lo comments mo p sure mo point mo dire sa. D’ailleurs sa banne métier qui servi population li dure mais bisin assumer car zot ki choisir sa. Ok no need to reply me,Mo pas nécessaire met zot soulier ok du kut kan lire comments mo pe sure mo point mo dire sa. D’ailleurs sa bann métier qui servi population li dure mais bizin assumer car zot ki choisir sa. Ok no need to reply me.,train,212,214,216,218,1.0188679245283019,1.0186915887850467
"[NAME], Ena 1 kiken in fek juice pour girls picnic😓","[NAME], Ena 1 kiken inn fek juice pour girls picnic.😓",train,51,53,54,56,1.0588235294117647,1.0566037735849056
Iln ale rod canard pu li cuit,Linn ale rode canard pu li cuit.,train,29,32,29,32,1.0,1.0
Enfin system leducation dan bez avan ou met ou zenfant lecole maniere ki ban responsable cozer xtra ou parents ou dir ouais top sa lecole finalemen ou geut cahier pna mem dvoir kan ou pu complain zot pou met la faute lor eleve so le dos lannee dernier mo dmand mo kid b to fer food n textiles supposement ena prof li fer zis textiles li dir pna prof pu food b alors ban lecole revoir zot system si ena manquemen prof recruter enfant ki perdant obliger donne lecon sinon pblm,"Enfin system ledikasyon dan bez. Avant ou met ou zanfan lekol maniere ki bann responsable koze extra. Ou parents, ou dir: ouais top sa lekol finalemen ou get cahier pena mem dvoir. Kan ou pu complain zot pu met la faute lor zelev so ledo. Lane dernier mo demande mo kid: b to fer food and textiles, supposement ena professeur li fer zis textiles li dir pena professeur pu food. B alors bann lekol revoir zot system si ena manquemen professeur rekrite enfant ki perdant oblize donne lesson sinon problem.",train,474,503,474,503,1.0,1.0
Kan tapped coup de phare sa veut dire ou p donne lot vehicle la priority van formula 1 sa,"Kan tape kut de phare, sa veut dire ou pe donne lot vehicle la priority. Van formula 1 sa.",train,89,90,89,90,1.0,1.0
Bisin dire ministre la 146 la couma dire p faire ene lappelle ki passe 50 la ligne avan ki service la appliquer alors what the use plitot ale direct l'hopital la sa si ena pou faire sa quantiter cinema cote zot competent do lors coupe ribbon,"Bizin dire ministre la 146 la kumadir pe faire enn apel ki passe 50 la ligne avant ki service la appliquer, alors what the use? Plito ale direct lopital la sa si ena pu faire sa kantite cinema. Kot zot competent dow? Lor coupe ribbon?",train,241,234,241,234,1.0,1.0
1 premier problem sa mirail la marii dans bez kot li ete 2 camion entor 3 la van la aussi entor dans 1 fasson ( malgree ki sofer camion la 100% entor van la in trouver bobok camion la in sorti pez frein la lipied lour ) malgree ou ena raison dans ou lane chemain pour ou ou trouve kiken p mal fair evite accident la camion la in sorti 90% pas dir moi pas ti ena letemp pez frein maurice so problem mauricien pna reflex,"1. Premier problem sa miray la mari dans bez kot li ete. 2. Camion antor. 3. La van la aussi antor dans 1 fason ( malgre ki sofer camion la 100% antor van la inn truve bobok camion la inn sorti pez frein la lipied lour? ) malgre ou ena raison dans ou lane, chemin pour ou. Ou truve kiken pe mal fer, evite accident la. Camion la inn sorti 90%, pas dir moi pas ti ena letan pez frein. Maurice so problem Mauricien pena reflex.",train,418,425,418,425,1.0,1.0
Zot pas hont... P paye zot pou travay et zot pas travay... Zot ale don private tuition[1000-1200].... Dimune mizer bizin rent pou paye private tuition... Gagne peur... Government paye zot pou fer syllabus plus revizion complet... Paress..,Zot pas honte... Pe peye zot pu travail et zot pas travail... Zot ale donne private tuition[1000-1200].... Dimunn mizer bizin rantre pu peye private tuition... Gagne peur... Government peye zot pu fer syllabus plus revizion complet... Paress..,train,238,243,238,243,1.0,1.0
Bizin marse ar killtox gagn 10ml gratis cuman truv sa bnla spray sa lor laguel direk,"Bizin marse ar killtox, gagne 10ml gratis. Kuma truve sa banla, spray sa lor lagel direk.",train,84,89,84,89,1.0,1.0
"[NAME], la route bajahkoki 🤣","[NAME], la route bajahkoki 🤣",train,28,28,31,31,1.1071428571428572,1.1071428571428572
"28-29 ki zot fr lerla, bate lamok? Monte lor camion pou election? En dotre zot p rode fr remake the purge ici mais lor periode 1 ans pa 24hr temps","28-29 ki zot fer lerla, bate lamok? Monte lor camion pu election? En dotre zot pe rode fer remake the purge ici mais lor periode 1 ans pa 24hr tan.",train,146,147,146,147,1.0,1.0
Legalise li pli vite svp arete Rs3500 gm,Legalise li plis vite svp aret Rs3500 guvernman.,train,40,48,40,48,1.0,1.0
Normal li pou ene centre disolement lhôpital souillac la vide nanrien pas cav fer labas Ena touriste quand vine dans souillac demander si ene lhôtel sa 🤦‍♂️,Normal li pu enn centre disolement lhôpital Souillac la vide nanyin pas kapav fer laba. Ena touriste quand vinn dans Souillac demande si enn lhôtel sa. 🤦‍♂️,train,156,156,167,167,1.0705128205128205,1.0705128205128205
Dan lecole dan 1 ans p faire 2 ou 3 essay..... B ou pense r sa 2 3 essay la eleve pou reusit amene 5 credit?????,Dan lekol dan 1 ans pe faire 2 ou 3 essay..... B ou pense ar sa 2 3 essay la zelev pu resi amenn 5 credit?????,train,112,110,112,110,1.0,1.0
"[NAME], ton [NAME] ena raison li ramgoolam pa p fer narien pou sa pays 1 ans in passer toujour mem dialogue la caisse vide zot in pren responsabiliter in fer lalliance pays bizin avancer si kitchose pa p march kouma bizin normal li bizin aller parski li 1 dimoun droit travail pou so pays","[NAME], ton Paul ena raison li. Ramgoolam pa pe fer nanyin pu sa pays. 1 ans inn passe, tuzur mem dialogue 'la caisse vide'. Zot inn pran responsabilite, inn fer lalyans, pays bizin avance. Si kitsoz pa pe marse kuma bizin, normal li bizin ale, parski li 1 dimunn droit travail pu so pays.",train,288,289,288,289,1.0,1.0
Bizin cancel night shopping security lepep avant tout ban sans vision ki pense zis sensation,Bizin cancel night shopping. Security lepep avant tu. Bann sans vision ki pense zis sensation.,train,92,94,92,94,1.0,1.0
"[NAME], docteur linde lameme pou fini aprane creol","[NAME], docteur Inde lamem pu fini aprann Creol.",train,50,48,50,48,1.0,1.0
[NAME] ti ena raison. Check so nom ene coup ek kot li rester. Eta li pa per sa pu vine bbete dan so le corps. Pig la,[NAME] ti ena raison. Check so nom enn kut ek kot li reste. Eta li pa per sa pu vinn bebete dan so le corps. Pig la.,train,116,116,116,116,1.0,1.0
Mo sure li fine fini bliyer tout ça ki line dire acoz ahzimer,Mo sure li finn fini bliye tu seki linn dire akoz Alzheimer.,train,61,60,62,60,1.0163934426229508,1.0
146 mette pu ferme la bouche,146 met pu ferme la bouche.,train,28,27,28,27,1.0,1.0
Ki sa nuvo model la sa astr 🤦🏻‍♀️🤦🏻‍♀️😂😂😂😂,Ki sa nuvo model la sa aster? 🤦🏻‍♀️🤦🏻‍♀️😂😂😂😂,train,42,44,78,80,1.8571428571428572,1.8181818181818181
Zafer bon cst grd,Zafer bon coast garde.,train,17,22,17,22,1.0,1.0
"[NAME], pou capave ministre content zaffaire quand passe lacour peutre 10 ans entre li capave tuer encore dimoune nous pou reste guetter","[NAME], pu kapav ministre kontan zafer. Kan passe lacour, peutre 10 ans, entre li kapav tue ankor dimunn, nous pu reste get.",train,136,124,136,124,1.0,1.0
Ministre la santé la meme pas bon normal nanier pa pou bon dans bane lhopital la,Ministre la santé lamem pas bon normal nanyin pa pu bon dans bann lopital la.,train,80,77,81,78,1.0125,1.0129870129870129
Coupe zot casse. Si,Coupe zot kas si.,train,19,17,19,17,1.0,1.0
Non désolée mais pas grave 😃😃😃,"Non désolée, mais pas grave. 😃😃😃",train,30,32,41,43,1.3666666666666667,1.34375
Pu voleur pa rentrez 😂,Pu voleur pa rantre. 😂,train,22,22,25,25,1.1363636363636365,1.1363636363636365
In met 1 numero soidizan entre 9hr-15hr call mé person pa p prn apels p atan bzn vin met long laké mm pff,"Inn met enn nimero swadizan, entre 9hr-15hr call me personne pa pe pran apels. Pe atann? Bizin vinn met long lake mem. Pff!",train,105,123,107,123,1.019047619047619,1.0
Cinema pa manker ek sa bann ministre la,Cinema pa mank ek sa bann ministre la.,train,39,38,39,38,1.0,1.0
Vié plok,Vye plok!,train,8,9,9,9,1.125,1.0
Ena dimoun pna manière dan zot pa p payé pou ramass salté devant zot la porte ki kumsa la si ti payé pli beze enkor sa banla osi dimoun pareil kuma nou mem don banla zot respe ki bizin parski pa tou dimoun ki kpv fr sa kaliter travail la merciii,"Ena dimunn pena manière dan zot, pa pe payé pu ramasse salte devant zot la porte ki kumsa la. Si ti payé plis bez ankor sa banla. Osi dimunn pareil kuma nu mem, donne banla zot respe ki bizin, parski pa tu dimunn ki kapav fer sa kalite travail la. Merci.",train,245,254,249,257,1.0163265306122449,1.0118110236220472
Sorry madame zanfan pou reste moris... Li pou pli proteger... Ou bizin prier pou ou garcon ki ena probleme mental..,"Sorry madame, zanfan pu reste Moris... Li pu plis protez... Ou bizin priye pu ou garson ki ena problem mental..",train,115,111,115,111,1.0,1.0
Donne li 1 gros lamende... Li arreter 1 seul coup,Donne li 1 gros laman... Li aret 1 seul kut.,train,49,44,49,44,1.0,1.0
Astr nou gueter si cancel so license et saisi so loto toute suite pa bzin atane case passer pa kpv si case prend 5ans ou 10ans boug soulare roule tjr touy dimounes tjr la bane ki fine blesser la ki ariver la eski dimounes la ti demand soulare tape avk zot ladan c ca magistrat la ki bzin fer laloi respecter,"Aster nu get si cancel so license ek saisi so loto toute suite. Pa bizin atann case passe, pa kapav si case prend 5 ans ou 10 ans. Boug soular roule tuzur, touy dimunn tuzur. Bann ki finn blesse la, ki arrive la? Eski dimunn la ti demande soular tape avek zot? Ladan se sa magistrat la ki bizin fer la loi respecte.",train,307,315,307,315,1.0,1.0
"Premier zafer zot ti bizin met 1 program revaluation ban policier, encourage zot pu fr zot trvl Cuma bizin.. Ek dne promotion lors meritocracy ek conpetance.. Qnd in resli fr sa lerla ban measure ki ou dir pu suive Cuma bizin","Premier zafer zot ti bizin met 1 program revaluation bann policier, encourage zot pu fer zot truve kuma bizin.. Ek donne promotion lor meritocracy ek conpetance.. Kan inn resi fer sa lerla bann measure ki ou dir pu suive kuma bizin.",train,225,232,225,232,1.0,1.0
Fami in verce trspiration pu fer zott vine depi la. get n kou zenfen pen rekonaisance.,"Fami inn verce transpiration pu fer zot vinn depi la, get enn kut zanfan pena rekonaisance.",train,86,91,86,91,1.0,1.0
Âpre 9ans de silence c ok. B ek station 4bornes pou pran 9ans encore sa tellement zame zot pran dimoune o sérieux faude kan zot pa pou ena rol mem sa,"Apre 9 ans de silence, se ok. B ek station Quatre Bornes pu pran 9 ans encore sa. Tellement zame zot pran dimunn o sérieux. Fode kan zot pa pu ena role mem sa.",train,149,159,151,160,1.0134228187919463,1.0062893081761006
2 semaines avant li fiancé😢😢 trop triste repose en paix jeune homme🙏,2 semaines avant li fiancé😢😢 trop triste. Repose en paix jeune homme.🙏,train,68,70,78,80,1.1470588235294117,1.1428571428571428
Ena ban plok pu dir pa dir li narien li ene humain lin fer ene ti erreur,"Ena bann plok pu dir pa dir li nanyin, li enn humain, linn fer enn ti erreur.",train,72,77,72,77,1.0,1.0
Vedire sa zafer ki appel tracement li fort dan latête tout dimoune même so ministre pas foutis régisté Pou sa frère la pas ti bizin publier sa couma 1 gros zafer tandit enna bann gros gros zafer ki bizin consideré zot plutot gros poumon appel sa bizin detrire bougue la ban TTkZM,Vdire sa zafer ki apel tracement li fort dan latête tu dimunn. Mem so ministre pas foutis reziste. Pu sa frère la pas ti bizin publier sa kuma 1 gros zafer tandit ena bann gros gros zafer ki bizin considere. Zot plutot gros poumon apel sa bizin detrire boug la bann TTkZM.,train,279,272,285,274,1.021505376344086,1.0073529411764706
METTE POISSON LA SI LOR MARCHÉ POU PUBLIK ACHETER OUBIEN ZOT POU PARTAGE PARMI....?,MET POISSON LA SI LOR MARCHÉ PU PIBLIK ASTE OUBIEN ZOT PU PARTAGE PARMI....?,train,83,76,84,77,1.0120481927710843,1.013157894736842
Madam la peyna nom sa ki linn fer c tres malhonet lezot dimoun capav fer parey bizain met 1 frein toutswit,"Madam la pena nom? Seki linn fer se tre malonet, lezot dimunn kapav fer pareil, bizin met 1 frein tutswit.",train,106,106,106,106,1.0,1.0
Ene sousse pounak so kamouade. Femele la manze bougue sa so bazooka. Sa meme ena lors menu card police cell. Sa meme 2 plats principal non-veg pou les deux. Bon appétit!,Enn souss pounak so kamarad. Femele la manze bougue sa so bazooka. Samem ena lor menu card police cell. Samem 2 plats principal non-veg pu les deux. Bon appétit!,train,169,161,170,162,1.0059171597633136,1.0062111801242235
Bies triste dowww ees sympathy courage Om Shanti 🙏🌹,Bien triste dow. Mes sympathy. Courage. Om Shanti. 🙏🌹,train,51,53,57,59,1.1176470588235294,1.1132075471698113
"Ou kapav kuyonn dimounn pendan impe letan, ou kapav kuyonn boukou dimounn pendan bocou letan, me ou pa kapav kuyonn tou dimounn tou letan.","Ou kapav kuyonn dimunn pendan enpe letan, ou kapav kuyonn buku dimunn pendan buku letan me ou pa kapav kuyonn tu dimunn tu letan.",train,138,129,138,129,1.0,1.0
"[NAME], 1 bon acteur..... Zoli zest telephoner..","[NAME], 1 bon acteur..... Zoli zest telefone..",train,48,46,48,46,1.0,1.0
Combien accident p arrv sa mois la bane chauffeur transport la p rode sa permit a point veni plu vite possible kuma p trv la 🤔😞🙏,Combien accident pe arrive sa mois la. Bann chauffeur transport la pe rode sa permis a point vinn plis vite posib kuma pe truve la. 🤔😞🙏,train,128,135,137,144,1.0703125,1.0666666666666667
"[NAME], linn gliss lor payason linn kass koko","[NAME], linn gliss lor payason linn kase koko.",train,45,46,45,46,1.0,1.0
Kan pou fer ene test pou banne ki roule ene e-bicycle ki ena moteur ki bisin charge avant alle lor laroute bisin at least demande zotte ene learner parseki zot servi laroute ki ena tous kalite vehicles ki paye assurance et zotte non,Kan pu fer enn test pu bann ki roule enn e-bicycle ki ena moteur ki bizin charge avant ale lor la route. Bizin at least demande zot enn learner parski zot servi la route ki ena tu kalite vehicles ki peye assurance et zot non.,train,232,225,232,225,1.0,1.0
Le sud zone rouge,Le sud: zone rouge.,train,17,19,17,19,1.0,1.0
"Tou dimune p comment p dr ki van la entort… kan get video la van la ti p deza p desan avnt camion la deboucher pu get si li kav sorti.. Ena ene barage en beton direction ki van la p desan kot chauffeur pcamion la pne remark. Van la ine flash camion la depi bneur mais camion la ine srti vite devant li, entant ki ene long camion ou bsin get chemin de kot avnt ou deboucher. Van la li dn so lane priorit li, li pa supposer aret dne chemin pu camion la traverser🤷‍♂️. Depi loin van la ine applik so frein kot li pne ressi aret akz kan pez frein ene masine pa aret desuite!","Tu dimunn pe comment pe dir ki van la antor… kan get video la van la ti pe deza pe desan avant camion la debouche pu get si li kapav sorti... Ena enn baraz en beton direction ki van la pe desan kot chauffeur pe camion la pann remarke. Van la inn flash camion la depi boner mais camion la inn sorti vite devant li. Entant ki enn long camion ou bizin get chemin de kot avant ou debouche. Van la li dan so lane priorte li, li pa supposer aret donne chemin pu camion la traverser.🤷‍♂️ Depi loin van la inn applik so frein kot li pann resi aret akoz kan pez frein enn masine pa aret desuite!",train,570,586,581,597,1.0192982456140351,1.0187713310580204
Li pena nom,Li pena nom?,train,11,12,11,12,1.0,1.0
"Pas facile, le pauvre. Mon enfant avant tous","Pas facile, le pauvre. Mon enfant avant tu.",train,44,43,44,43,1.0,1.0
"[NAME], sa li vraie mais nou bizin guetter aussi ene station dan ene la ville ena 2 ou 3 van police couma to oule la polica la aussi travaille. Couma li pou attend ban doleance. Ine lheur pou donne zot zot outil travaille pou qui zot capave vraimeme perform. Et si zot pas perform bizin baisse coup bien dan tonquin fair aller","[NAME], sa li vrai. Mais nu bizin get aussi: enn station dan enn la ville ena 2 ou 3 van police, kuma to oule la police la aussi travail? Kuma li pu attend bann doleance? Inn ler pu donne zot zot outil travail pu qui zot kapav vremem perform. Et si zot pas perform, bizin bese kut bien dan tonquin, fer ale.",train,326,307,326,307,1.0,1.0
"Bizin rod sa video apre ki msm ti perdi la,,,🤣🤣🤣",Bizin rode sa video apre ki MSM ti perdi la.🤣🤣🤣,train,48,47,57,56,1.1875,1.1914893617021276
Meme li pas met nom la banque sa fini kne ki la banque sa dernieremet beaucoup monguy in gagne sa banque la,"Mem li pas met nom la banque, sa fini kone ki la banque sa. Dernyerman beaucoup monguy inn gagne sa banque la.",train,107,110,107,110,1.0,1.0
Ministre la santé pe redresse bane l'hôpital pe mete l'ordre partout acoze samem zot zot pa pe kapav tini parski avant zot ti pe fer seki zot envie parfois dimoune malade ti pe ale l'hôpital où mediclinic ene seule docteur pe travail bane lezot docteur pa là bizin atane beaucoup,"Ministre la santé pe redresse bann l'hôpital, pe met l'ordre partu akoz samem zot zot pa pe kapav tini parski avant zot ti pe fer seki zot anvi. Parfois dimunn malade ti pe ale l'hôpital où Medi-Clinic, enn seul docteur pe travail, bann lezot docteur pa la. Bizin atann beaucoup.",train,279,279,284,283,1.017921146953405,1.014336917562724
van la 100% entor,Van la 100% antor.,train,17,18,17,18,1.0,1.0
Lieutenant Colombo koumance penkor mem Koné la verite p fini amene role plis ki lieutenant Colombo 🤣🤣🤣 enfin fcbk moricien Fort 😂😂,"Lieutenant Colombo komans pankor mem kone la verite pe fini amenn role plis ki lieutenant Colombo 🤣🤣🤣 enfin Facebook, Morisien fort. 😂😂",train,130,135,146,150,1.123076923076923,1.1111111111111112
Moi mo dire donne xot synthe... Donne xot encore... Laisse cot trouv la lumiere,Moi mo dire donne zot synthe... Donne zot encore... Laisse kot truve la limyer.,train,79,79,79,79,1.0,1.0
Kan pou arrete fer rallye moto dan maurice ban parent ki zot zenfant fer rallye ki ena pou dire,Kan pu aret fer rally moto dan Maurice? Bann parent ki zot zanfan fer rally ki ena pu dire?,train,95,91,95,91,1.0,1.0
"[NAME], 👍[NAME] pou ena abus lor tarif... Actuellement 350-500 pou 30 minutes..","[NAME], 👍[NAME] pu ena abus lor tariff... Actuellement 350-500 pu 30 minutes..",train,79,78,82,81,1.0379746835443038,1.0384615384615385
Sa ti zafr sa. Gro zafr ban ggn sa. Welo 🥰🤘😉,"Sa ti zaefr sa. Gro zafer bann gagne sa, welo. 🥰🤘😉",train,44,50,53,59,1.2045454545454546,1.18
Pa perdi letemp caution sorti refaire pareille jet direct avec cicodile seule solution tou ban mauvaise bizin san pitié pou zot parcequi zot pa pou. Chagrin pou tir ou la vie pou ene oui ene non,"Pa perdi letan caution sorti refaire pareil zet direct avec cicodile seule solution tu bann mauvaise bizin san pitié pu zot parski zot pa pu. Chagrin pu tire ou lavi pu enn oui, enn non.",train,194,186,195,187,1.0051546391752577,1.0053763440860215
"[NAME], 1 sel tipti boîte mo aster par mois ki progrès mo pu fer dizef in rest 10 rupi 1 300 plato","[NAME], 1 sel tipti boîte mo aste par mois, ki progre mo pu fer? Dizef inn reste 10 roupie 1, 300 plato!",train,98,104,100,105,1.0204081632653061,1.0096153846153846
Karver saa. Envoyer par [NAME] saa. 299🤔🤔🤔,Kave sa? Envoyer par [NAME] sa? 299.🤔🤔🤔,train,42,39,51,48,1.2142857142857142,1.2307692307692308
Trop beaucoup innocents p perdi lavie avec bane irresponsable. Aprés 2 jours p sorti lor caution. Pénan la loi sévère,Trop beaucoup innocents pe perdi lavi avec bann irresponsable. Apre 2 jours pe sorti lor caution. Pena la loi sévère.,train,117,117,121,119,1.0341880341880343,1.017094017094017
Fini mort hogal ba falourmama 🤣🤣🤣🤣🤣🤣🤣😈🤣😈🤣😈🤣😈 nuisance dan moris 🤣🤣🤣🤣🤣🤣🤣,"Fini mort hogal ba, falourmama 🤣🤣🤣🤣🤣🤣🤣😈🤣😈🤣😈🤣😈 nuisance dan Moris. 🤣🤣🤣🤣🤣🤣🤣",train,71,73,134,136,1.8873239436619718,1.8630136986301369
So la famille ti p fer la priere a locasion ganga asnan,So la famille ti pe fer lapriyer a lokazyon Ganga Asnan.,train,55,56,55,56,1.0,1.0
Get well soon enfant avec concubin bonne chance,Get well soon. Enfant avec concubin? Bonne chance.,train,47,50,47,50,1.0,1.0
Coup son twa croire 1 pasterrr dan lafrique 🤣🤣🤣🤣,"Coup son, twa croire 1 pasterr dan l'Afrique. 🤣🤣🤣🤣",train,48,50,60,62,1.25,1.24
Timama pu enpess dimun si al fr lapriere laba,Timama pu anpes dimunn si ale fer lapriyer laba.,train,45,48,45,48,1.0,1.0
"Profs ecole souvent absent, pas faire zotte travail couma bizin","Professeur lekol souvent absent, pas faire zot travail kuma bizin.",train,63,66,63,66,1.0,1.0
"[NAME], pual gagn shock!","[NAME], puale gagne shock!",train,24,26,24,26,1.0,1.0
Plis ki 10 pa ti dn gov... Astr kan in trap zafr la zotpenc pu kit sa aussi facilemnt🤣🤣🤣,Plis ki 10 pa ti dan guvernman... Aster kan inn trape zafer la zot pense pu kite sa aussi facilement.🤣🤣🤣,train,88,104,97,113,1.1022727272727273,1.0865384615384615
Depi plus que 20 an buku prof pa fou nnye dn lekol lerla zot oblige zot zelev vine pren leçon kumsa gagne kas en plis.... Conscience meme zot pna,Depi plus que 20 an buku professeur pa fou nanyin dan lekol lerla zot oblize zot zelev vinn pran leçon kumsa gagne kas en plis.... Conscience mem zot pena.,train,145,155,146,156,1.006896551724138,1.0064516129032257
Van boîte sardines toujours en tord,Van boîte sardines toujours antor.,train,35,34,36,35,1.0285714285714285,1.0294117647058822
"[NAME], mti bon trouve li tappe imper shifts dans 1 semaine non 1 an","[NAME], mo ti bon truve li tape enpe shifts dans 1 semaine, non 1 an.",train,68,69,68,69,1.0,1.0
Top sa.. Selment pou st valentine met bataz rouge ein😁,Top sa.. Selma pu St Valentine met bataz rouge ein.😁,train,54,52,57,55,1.0555555555555556,1.0576923076923077
Haute grade gran parsonage gran palto zot perna nom zot,"Haute grade, gran parsonage, gran palto. Zot pena nom zot.",train,55,58,55,58,1.0,1.0
Ah c bien mo 100% dakor avec zot pki sa bane docteur la zot travay oui zot kpv gne gro kas mais zot pna ene repos ni ene lavie familiale akoz samm ena fois dimoune penser ena docteur mal fr zot travay sa mais non sa pression ki ena lor zot la li extrement difficile agérer,"Ah se bien, mo 100% dakor avec zot. Parski sa bann docteur la zot travail, oui, zot kapav gagne gro kas mais zot pena enn repos ni enn lavi familiale. Akoz samem ena fois dimunn pense ena docteur mal fer zot travail sa mais non sa pression ki ena lor zot la li extrement difficile agérer.",train,272,288,273,289,1.0036764705882353,1.0034722222222223
Si done toi minis de finance lerla ok.... Bez f aller do,Si donne toi minis de finance lerla ok.... Bez fesse ale dow!,train,56,61,56,61,1.0,1.0
Aster zot p ggn tracas vida loca 🤣🤣🤣🤣 mayer sa thon,Aster zot pe gagne tracas vida loca 🤣🤣🤣🤣 maye sa thon.,train,51,54,63,66,1.2352941176470589,1.2222222222222223
Dan lekol zot pa montre mem mai kan prn leson ek zot lerla zot montre pli bien zot bez cass,Dan lekol zot pa montre mem. Me kan pran lesson ek zot lerla zot montre plis bien. Zot bez kase.,train,91,96,91,96,1.0,1.0
Zt pe coz air cone ena fami deja fair complainte ki zt fami ine ariv 11her penkor baigner vin dan ban heavy ward 1.1 2.1 2.2 3.4 CT sa ban health care assistant la pe baigne patients ine arive 10am 11 am midi mem 1pm penkor fini bain akoz heavy ward ena sorti wn meme tan pa gagn lher manger sa ban hca la zt uniform fini mouiller senti transpiration depi zt ine on duty 7 30am zt bizin res r sa linge la depi 6pm plein infection met un peu aircon partou pa zis dan dialysis pqui tou patient ki admit lopital gagn chaud pa koz zis 2 0u 3her tant koz pu long stay pts pu staff,"Zot pe koze aircon. Ena fami deza fer complainte ki zot fami inn arrive 11hr, pankor baigner. Vinn dan bann heavy ward: 1.1 2.1 2.2 3.4 CT, sa bann health care assistant la pe baigne patients. Inn arrive 10 am, 11 am, midi mem 1 premye minis pankor fini bain akoz heavy ward ena sorti an mem tan. Pa gagne ler manze. Sa bann HCA la zot uniform fini mouye, santi transpiration depi zot inn on duty 7.30 am. Zot bizin res ar sa linge la ziska 6 premye minis. Plein infection. Met enpe aircon partu, pa zis dan dialysis, parski tu patient ki admit lopital gagne so. Pa koze zis 2 ou 3hr, koze osi pu long stay patients ek pu staff.",train,575,628,575,628,1.0,1.0
Bour sa voleur criminel la endan,Boure sa voleur criminel la endan.,train,32,34,32,34,1.0,1.0
Sel system ki pu fair la caisse rempli vit,Sel system ki pu fer la caisse rempli vite.,train,42,43,42,43,1.0,1.0
Ala changement nauricien trop tranquille,Ala changement! Mauricien trop trankil.,train,40,39,40,39,1.0,1.0
"[NAME], england oui","[NAME], England oui.",train,19,20,19,20,1.0,1.0
La loi bancale toujours piti la fautif parents negligents chauffeur ki bizoin alle assize lor bezer,"La loi bancale toujours. Piti la fautif, parents negligents, chauffeur ki bizin ale asize lor bez.",train,99,98,99,98,1.0,1.0
Dakor sa camion la kapav entord la li pan areter lor laline blanc mais sa ban van la pli prec ki zot pena moisi mn remarque sa lor chemin zot aller literalement cuma fou gn nissa double tou loto sa zfr rouler normal la pena pu zot sa zot bzn aret sa bn manier rouler cuma fou la,Dakor sa camion la kapav antor la. Li pann aret lor laline blanc mais sa bann van la plis presse ki zot pena. Moisi mon remarque sa lor chemin zot ale literalement kuma fou. Gagne nisa double tu loto. Sa zafer roule normal la pena pu zot sa? Zot bizin aret sa bann maniere roule kuma fou la.,train,278,291,278,291,1.0,1.0
Bien triste fer le cœur fer mal mes sympathie des condoléances à la famille qui bon dieu donne ou courage et la force pour sa douleurs zot peu souffert et combat pour la justice bon dieu pour tenir zot pour sa combat la 😭😭🙏🙏🙏,"Bien triste. Fer leker fer mal. Mes sympathie et condoléances à la famille. Ki Bondieu donne ou courage ek la force pu sa douleur zot pe sufer, ek pu kontinie combat pu la justice. Bondieu pu tenir zot pu sa combat la. 😭😭🙏🙏🙏",train,225,224,243,241,1.08,1.0758928571428572
Ki zt prese papa o,Ki zot presse papa o?,train,18,21,18,21,1.0,1.0
Inn arrive lheure kan gagne enn dimoune alcool test ou drug test positif bizin bour dan prison 1an get to couyonade to ava bizin assimer la loi trop mouton,"Inn arrive ler kan gagne enn dimunn alcool test ou drug test positif, bizin boure dan prison 1 an. Get to kuyon to ava bizin assimer, la loi trop mouton.",train,155,153,155,153,1.0,1.0
1000 n cigaret 299k fini fer ou la ki trassementsa,1000 enn cigaret. 299k fini fer ou la. Ki tracement sa?,train,50,55,50,55,1.0,1.0
Pas victim rien la kan merit bizin ggne 🙏,"Pas victim rien la, kan merite bizin gagne. 🙏",train,41,45,44,48,1.0731707317073171,1.0666666666666667
Hep sakoula li nepli comedian..,"Hep, sakula li nepli comedian..",train,31,31,31,31,1.0,1.0
Enn bnn kkkiwi ti al support zot soidisant patron mafia lacour bnn flzml 😂,Enn bann kkkiwi ti ale support zot swadizan patron mafia lakour bann flzml. 😂,train,74,77,77,80,1.0405405405405406,1.0389610389610389
Pli aller pu viii pli pire e boucou places ramasse sa B G la e simin p vinnnn garage,Plis ale pu vinn plis pire. Buku places ramasse sa bez la. Et sime pe vinn garage.,train,84,82,84,82,1.0,1.0
Al aret ban marsan lamort olieu p trap dimoun ki p traC pu ggn 1 lavi,Ale aret bann marsan lamort olye pe trape dimunn ki pe trasse pu gagne 1 lavi.,train,69,78,69,78,1.0,1.0
No dire minis nk aret dn subsid bn bus get couma la caise rempli,Mo dire minis nek aret dan subsid bann bus get kuma la caisse rempli.,train,64,69,64,69,1.0,1.0
