text,standardized,split,prefixed_input,input_word_len,target_word_len,input_char_len,target_char_len,prefixed_input_token_len,target_token_len,input_token_word_ratio,target_token_word_ratio,input_has_unk,target_has_unk,input_truncated,target_truncated
Tou chauffeur p passe par malaise aster. N nouveau polémique sa,Tu chauffeur pe passe par malaise aster. Enn nouveau polémique sa.,train,restore Mauritian Creole text: Tou chauffeur p passe par malaise aster. N nouveau polémique sa,11,11,63,66,31,22,2.8181818181818183,2.0,False,False,False,False
Kot ban chatwa msm falourmama boboc pravind to liki pu tied la,"Kot bann chatwa MSM? Falourmama boboc! Pravind, to liki pu tied la!",train,restore Mauritian Creole text: Kot ban chatwa msm falourmama boboc pravind to liki pu tied la,12,12,62,67,38,31,3.1666666666666665,2.5833333333333335,False,False,False,False
"[NAME], agree to disagree... Zenfan la ena just pou learnt and sat for exam.. Sa system change la pas empeche perform well.. C 1 excuse sa.... Most of tjem pas comprennd mem c quoi le cjanging system","[NAME], agree to disagree... Zanfan la ena just pu learnt and sat for exam.. Sa system change la pas anpes perform well.. Se 1 excuse sa.... Most of them pas comprennd mem se quoi le changing system.",train,"restore Mauritian Creole text: [NAME], agree to disagree... Zenfan la ena just pou learnt and sat for exam.. Sa system change la pas empeche perform well.. C 1 excuse sa.... Most of tjem pas comprennd mem c quoi le cjanging system",37,37,199,199,76,62,2.054054054054054,1.6756756756756757,False,False,False,False
Ey fille returned la kaz. To parents p souffer,Ey fille returned lakaz. To parents pe sufer.,train,restore Mauritian Creole text: Ey fille returned la kaz. To parents p souffer,9,8,46,45,26,15,2.888888888888889,1.875,False,False,False,False
Eski la defunte pna ene membre de la famille ki pou kpave pren en charge sa bébé la mo pa senti ki sa zenfant la pou korek ek sa canibal la so famille,Eski la defunte pena enn membre de la famille ki pu kapav pran en charge sa bébé la? Mo pa senti ki sa zanfan la pu korek ek sa kanibal la so famille.,train,restore Mauritian Creole text: Eski la defunte pna ene membre de la famille ki pou kpave pren en charge sa bébé la mo pa senti ki sa zenfant la pou korek ek sa canibal la so famille,33,33,150,150,77,68,2.3333333333333335,2.0606060606060606,False,False,False,False
Donc c banes associations socioculturel ki ena probleme r zanimo? Prone Hindouism? Ki association Hindouisme ena probleme r zanimo?,Donc se bann associations socioculturel ki ena problem ar zanimo? Prone Hindouism? Ki association Hindouisme ena problem ar zanimo?,train,restore Mauritian Creole text: Donc c banes associations socioculturel ki ena probleme r zanimo? Prone Hindouism? Ki association Hindouisme ena probleme r zanimo?,19,19,131,131,60,47,3.1578947368421053,2.473684210526316,False,False,False,False
Tou sa rier la. Like pna,Tu sa riye la! Like pena.,train,restore Mauritian Creole text: Tou sa rier la. Like pna,6,6,24,25,24,16,4.0,2.6666666666666665,False,False,False,False
Moi mo point ban ministre in trop malever zot donne zot lopital gratuit faire zot aret paij minisipalite donne zot petion invalide mem ce qui pas mériter ce qui mériter bisin pas dans. Borde pour les éboueur zot mérite en resper par tout les famille dans maurice et que ce soi navin ou Ramgolan zot lizie cotre zot qui aller vini dans lerop zot pas prend en leson pou zot met en laloi sever dans sa ili maurice la zot pe fer piquer pou ban lichin mes pas pou ban dimoun qui pas pe respect lenviroment dans zot lacase couman zot été moi mo bien chagrin quand mo trouve toutcala bane dimoune quin pause. Cendida pou municipalité côté zot moi dire zot qui bane ministre mem pou ban ce quin élu dans ban minicipaliter vin quand procen élection zot a va coner qui mo pou fair arzot ban bon narin qui cône zit zot poche pou ban tu dimoun zot pe tire ça tigit la moi moi zot ban ministre dan nous ti zil là,"Moi mo pointe bann ministre inn tro malever. Zot donne zot lopital gratis, fer zot aret peye minisipalite, donne zot pension invalide mem seki pa merite. Seki merite bizin pa dan bord. Pu bann ebouers, zot mérite enn respe par tu bann fami dan Maurice. Ki soi Navin ou Ramgoolam, zot lizye kot zot ki ale vini dan Europe, zot pa pran leson pu met enn lalwa sever dan sa lil Maurice la. Zot pe fer piquer pu bann lisyin, me pa pu bann dimunn ki pa pe respe lanvironnman dan zot lakaz. Moi mo bien sagren kan mo truve tusala bann dimunn kinn pose kandida pu minisipalite. Mo dir zot ki bann ministre mem ek bann seki elu dan bann minisipalite, kan prosenn eleksion vini zot ava kone ki mo pu fer ar zot. Bann bon nanyin ki kone zis zot pos, zot pe tire sa tigit la. Moi, moi zot bann ministre dan nu ti lil la.",train,restore Mauritian Creole text: Moi mo point ban ministre in trop malever zot donne zot lopital gratuit faire zot aret paij minisipalite donne zot petion invalide mem ce qui pas mériter ce qui mériter bisin pas dans. Borde pour les éboueur zot mérite en resper par tout les famille dans maurice et que ce soi navin ou Ramgolan zot lizie cotre zot qui aller vini dans lerop zot pas prend en leson pou zot met en laloi sever dans sa ili maurice la zot pe fer piquer pou ban lichin mes pas pou ban dimoun qui pas pe respect lenviroment dans zot lacase couman zot été moi mo bien chagrin quand mo trouve toutcala bane dimoune quin pause. Cendida pou municipalité côté zot moi dire zot qui bane ministre mem pou ban ce quin élu dans ban minicipaliter vin quand procen élection zot a va coner qui mo pou fair arzot ban bon narin qui cône zit zot poche pou ban tu dimoun zot pe tire ça tigit la moi moi zot ban ministre dan nous ti zil là,175,159,899,808,360,380,2.057142857142857,2.389937106918239,False,False,True,True
"Tres triste, courage a la famille","Tre triste, courage a la famille.",train,"restore Mauritian Creole text: Tres triste, courage a la famille",6,6,33,33,19,10,3.1666666666666665,1.6666666666666667,False,False,False,False
"[NAME], mo koner ki mo pe kozer mo garantie seki mo pe dire","[NAME], mo kone ki mo pe koze mo garantie seki mo pe dire.",train,"restore Mauritian Creole text: [NAME], mo koner ki mo pe kozer mo garantie seki mo pe dire",13,13,59,58,32,24,2.4615384615384617,1.8461538461538463,False,False,False,False
Condoléances a la famille ki dieu consolateur li ek zot dan ce dure epreuves 🙏🙏🙏,Condoléances a la famille. Ki Dieu consolateur li ek zot dan se dure epreuves. 🙏🙏🙏,train,restore Mauritian Creole text: Condoléances a la famille ki dieu consolateur li ek zot dan ce dure epreuves 🙏🙏🙏,15,15,80,82,49,40,3.2666666666666666,2.6666666666666665,True,True,False,False
"[NAME], bonjour mr le ministe pa blier guet problem transport la route 87 ek 11 [NAME]","[NAME], bonjour monsieur le minis. Pa bliye get problem transport la route 87 ek 11, [NAME].",train,"restore Mauritian Creole text: [NAME], bonjour mr le ministe pa blier guet problem transport la route 87 ek 11 [NAME]",16,16,86,92,43,32,2.6875,2.0,False,False,False,False
Ou journalist... Oun pe met 1 zafer ase seryer faire travail la complet... Disclose the name of the person and her wife.... Laisse tou dimun trouver... Si possible faire 1 bon ti video la police pe escort madam concerner la... Arete met la moitie info ban....🤬,Ou journalist... Ou pe met 1 zafer ase serye faire travail la complet... Disclose the name of the personne and her wife....... Laisse tu dimunn truve... Si possible faire 1 bon ti video la police pe escort madam concerne la... Aret met la moitie informasyon bann....🤬,train,restore Mauritian Creole text: Ou journalist... Oun pe met 1 zafer ase seryer faire travail la complet... Disclose the name of the person and her wife.... Laisse tou dimun trouver... Si possible faire 1 bon ti video la police pe escort madam concerner la... Arete met la moitie info ban....🤬,46,46,260,267,83,84,1.8043478260869565,1.826086956521739,True,True,False,False
"Pou 1. Moi bizen met 300 la police et. Mobal forge 24 lo 24 tou la droug bizen diparet pou nou sov nou jenes jenfii nou papa mama pa viv dan proplom zafan bizen ase ar ladrou bravo ba lekip lat ssu bizen bou la loi pandi couma zot capav detri nou fami ki nou capav met. La loi pandi, zot conton gant largant fasil pou zot divertimant bel bel loto, pu nnrien tusala.","Pu 1 moi bizin met 300 la police et mobile force 24 lor 24. Tu la drogue bizin disparet pu nu sove nu zenn, zenn fi, nu papa, mama. Pa viv dan problem zanfan, bizin ase ar ladrog. Bravo bann lekip ADSU. Bizin boure la loi pendi kuma zot kapav detri nu fami. Ki nu kapav met? La loi pendi: zot kontan garde larzan fasil pu zot divertisman. Bel bel loto, pu nanyin tusala.",train,"restore Mauritian Creole text: Pou 1. Moi bizen met 300 la police et. Mobal forge 24 lo 24 tou la droug bizen diparet pou nou sov nou jenes jenfii nou papa mama pa viv dan proplom zafan bizen ase ar ladrou bravo ba lekip lat ssu bizen bou la loi pandi couma zot capav detri nou fami ki nou capav met. La loi pandi, zot conton gant largant fasil pou zot divertimant bel bel loto, pu nnrien tusala.",74,74,365,370,173,167,2.3378378378378377,2.2567567567567566,False,False,False,False
Tout le temps service kk mm dan sa pays la... Zt pena maintenance dan sa lopital la..? About complainte la direct baichoo..,"Tu letan service kaka mem dan sa pays la... Zot pena maintenance dan sa lopital la..? About complainte, la direct Baichoo..",train,restore Mauritian Creole text: Tout le temps service kk mm dan sa pays la... Zt pena maintenance dan sa lopital la..? About complainte la direct baichoo..,22,21,123,123,54,46,2.4545454545454546,2.1904761904761907,False,False,False,False
Peutete dan so prochain tournage komiko ena sa Li p fer repetition,Petet dan so prochain tournage komiko ena sa. Li pe fer repetition.,train,restore Mauritian Creole text: Peutete dan so prochain tournage komiko ena sa Li p fer repetition,12,12,66,67,35,25,2.9166666666666665,2.0833333333333335,False,False,False,False
Li p ale lostralie parait,Li pe ale lostralie paret.,train,restore Mauritian Creole text: Li p ale lostralie parait,5,5,25,26,20,11,4.0,2.2,False,False,False,False
Cotte bon dimoune ki zotte fort cotte fellone dife lors zotte,Kot bon dimunn ki zot fort? Kot felone? Dife lor zot.,train,restore Mauritian Creole text: Cotte bon dimoune ki zotte fort cotte fellone dife lors zotte,11,11,61,53,36,31,3.272727272727273,2.8181818181818183,False,False,False,False
Savedir to envi leve to lipied droite ek to lipied goss en mem temp??? Ok,Savedir to anvi leve to lipied droite ek to lipied goss en mem tam??? Ok.,train,restore Mauritian Creole text: Savedir to envi leve to lipied droite ek to lipied goss en mem temp??? Ok,15,15,73,73,38,31,2.533333333333333,2.066666666666667,False,False,False,False
Bientot pou bizin introduire Tiktok couma sujet. Ene sel coup 100% success rate!,Bientot pu bizin introduire TikTok kuma sujet. Enn sel kut 100% success rate!,train,restore Mauritian Creole text: Bientot pou bizin introduire Tiktok couma sujet. Ene sel coup 100% success rate!,13,13,80,77,38,32,2.923076923076923,2.4615384615384617,False,False,False,False
"[NAME], dans primaire🤣🤣🤣","[NAME], dans primaire.🤣🤣🤣",train,"restore Mauritian Creole text: [NAME], dans primaire🤣🤣🤣",3,3,24,25,18,10,6.0,3.3333333333333335,True,True,False,False
Alors 146 dir bsn fer infirmier et dr konee pu inform administration b 146 la pa n hotline complainte sa kifer 146 pa fr doleance la al kot administration direct li,Alors 146 dir bizin fer infirmier et doctor kone pu inform administration. B 146 la pa enn hotline complainte sa? Kifer 146 pa fer doleance la ale kot administration direct li?,train,restore Mauritian Creole text: Alors 146 dir bsn fer infirmier et dr konee pu inform administration b 146 la pa n hotline complainte sa kifer 146 pa fr doleance la al kot administration direct li,31,31,164,176,70,60,2.2580645161290325,1.935483870967742,False,False,False,False
Lesson li bien cher pas tou zelev ki kapav afford ek lorla ban prof pas montrer tou zafr dans class zot expect ki t p pren lesson aret blame zis zelev prof si entord nek galoup derrier cash zot pas geutter si zelev la kpav afford ousois non,Lesson li bien cher. Pas tu zelev ki kapav afford. Ek lor la bann professeur pas montre tu zafer dans class. Zot expect ki to pe pran lesson. Aret blame zis zelev. Professeur si antor. Nek galoup deryer cash zot pas get si zelev la kapav afford ouswa non.,train,restore Mauritian Creole text: Lesson li bien cher pas tou zelev ki kapav afford ek lorla ban prof pas montrer tou zafr dans class zot expect ki t p pren lesson aret blame zis zelev prof si entord nek galoup derrier cash zot pas geutter si zelev la kpav afford ousois non,48,49,240,255,109,101,2.2708333333333335,2.061224489795918,False,False,False,False
"[NAME], kisanla ton avoie message🫢","[NAME], kisanla tonn avoy message?🫢",train,"restore Mauritian Creole text: [NAME], kisanla ton avoie message🫢",5,5,34,35,27,19,5.4,3.8,True,True,False,False
Ban chauffeurs van 15 places ena 1 gro problems ego ek mentalite barbar lor la route bixin met 1 permis specials plus severe pu zot,Bann chauffeurs vande 15 places ena 1 gro problems ego ek mantalite barbar lor la route. Bizin met 1 permis specials plus severe pu zot.,train,restore Mauritian Creole text: Ban chauffeurs van 15 places ena 1 gro problems ego ek mentalite barbar lor la route bixin met 1 permis specials plus severe pu zot,25,25,131,136,52,47,2.08,1.88,False,False,False,False
Sa kalité p amuser la ine blier si ena zenfant. Pena responsabilittè zenfant ditou,Sa kalite pe amuse la inn bliye si ena zanfan. Pena responsabilite zanfan ditou.,train,restore Mauritian Creole text: Sa kalité p amuser la ine blier si ena zenfant. Pena responsabilittè zenfant ditou,14,14,82,80,44,35,3.142857142857143,2.5,False,False,False,False
Encor dans lepoque cot navin la atan avant li pren conte.... traca si ca virus pareil couma covid vraiment... ek navin to tase piti,Ankor dans lepok kot Navin la atann avant li pran kont.... traca si sa virus pareil kuma Covid vraiment... ek Navin to tasse piti,train,restore Mauritian Creole text: Encor dans lepoque cot navin la atan avant li pren conte.... traca si ca virus pareil couma covid vraiment... ek navin to tase piti,24,24,131,129,63,53,2.625,2.2083333333333335,False,False,False,False
Bien dir samem mne dir superviseur dan mes le matin fer dimun absent fer tou qualité dmarche après la veille la rentré dir pne abouti,Bien dir. Samem mon dir superviseur dan MES le matin: fer dimunn absent fer tu qualité demarse après la veille la rantre dir pann abouti.,train,restore Mauritian Creole text: Bien dir samem mne dir superviseur dan mes le matin fer dimun absent fer tou qualité dmarche après la veille la rentré dir pne abouti,25,25,133,137,54,46,2.16,1.84,False,False,False,False
SOFER VAN LA SO LIZIER DANS SO TRUE FACE,SOFER VAN LA SO LIZYE DANS SO TRUE FACE.,train,restore Mauritian Creole text: SOFER VAN LA SO LIZIER DANS SO TRUE FACE,9,9,40,40,26,19,2.888888888888889,2.111111111111111,False,False,False,False
"[NAME], ki ena my. T money... Rectification","[NAME], ki ena My.T money... Rectification.",train,"restore Mauritian Creole text: [NAME], ki ena my. T money... Rectification",7,6,43,43,27,19,3.857142857142857,3.1666666666666665,False,False,False,False
Encore lim 😩😬 so bank account in vide😂 ban production film osi refuse sa qualité dimun la😂 amen rol lor rol😝😆,Encore limem? 😩😬 So bank account inn vide.😂 Bann production film osi refiz sa qualité dimunn la:😂 amenn role lor role.😝😆,train,restore Mauritian Creole text: Encore lim 😩😬 so bank account in vide😂 ban production film osi refuse sa qualité dimun la😂 amen rol lor rol😝😆,21,21,109,120,46,45,2.1904761904761907,2.142857142857143,True,True,False,False
"[NAME], 1 et 2 janvier kan conger ki zot pou met pluie torrentiel enn strategie sa zot fort ladan","[NAME], 1 et 2 janvier kan conge ki zot pu met pluie torrentielle, enn strategie sa. Zot fort ladan.",train,"restore Mauritian Creole text: [NAME], 1 et 2 janvier kan conger ki zot pou met pluie torrentiel enn strategie sa zot fort ladan",19,19,97,100,53,44,2.789473684210526,2.3157894736842106,False,False,False,False
Trassmen lah p deroule bel laba... Kuma zot p fer sa???,Trassmen la pe derule bel laba... Kuma zot pe fer sa???,train,restore Mauritian Creole text: Trassmen lah p deroule bel laba... Kuma zot p fer sa???,11,11,55,55,41,29,3.727272727272727,2.6363636363636362,False,False,False,False
Pena possibili t ki to panne manz to treizieme mois..,Pena posibilite to ki to pann manze to treizieme mois..,train,restore Mauritian Creole text: Pena possibili t ki to panne manz to treizieme mois..,10,10,53,55,34,21,3.4,2.1,False,False,False,False
"Tre trist, ena parent zt boir, zt mem pa prend zenfant cont 😢","Tre triste, ena parent zot bwar, zot mem pa prend zanfan kont. 😢",train,"restore Mauritian Creole text: Tre trist, ena parent zt boir, zt mem pa prend zenfant cont 😢",13,13,61,64,39,32,3.0,2.4615384615384617,True,True,False,False
Dakor zot cav p lapess illégal mé pa dir moi bann misié la depi so coast guard tou eski zot pu al zet sa poisson lala😔,Dakor zot kapav pe lapess illégal me pa dir moi bann misye la depi so coast guard tu. Eski zot pu ale zet sa poisson lala?😔,train,restore Mauritian Creole text: Dakor zot cav p lapess illégal mé pa dir moi bann misié la depi so coast guard tou eski zot pu al zet sa poisson lala😔,26,26,118,123,64,58,2.4615384615384617,2.230769230769231,True,True,False,False
"Pou Covid tas palab PTR ti p fer, si Nipah vini vraiem, ava guet zot ki touff zot pou rasser! 😂","Pou Covid tas palab PTR ti p fer, si Nipah vini vraiem, ava guet zot ki touff zot pou rasser! 😂",train,"restore Mauritian Creole text: Pou Covid tas palab PTR ti p fer, si Nipah vini vraiem, ava guet zot ki touff zot pou rasser! 😂",21,21,95,95,66,57,3.142857142857143,2.7142857142857144,True,True,False,False
"[NAME], oui capav nissa lannee pencore casser..!!!.","[NAME], oui kapav nisa, lane pankor kase..!!!.",train,"restore Mauritian Creole text: [NAME], oui capav nissa lannee pencore casser..!!!.",7,7,51,46,37,28,5.285714285714286,4.0,False,False,False,False
Ben p prend même étrange dans maurice plein étrange p travail dans tt grand surface partout l'aéroport tt enna étrange. Ben prend un p docteur étrange à maurice c plus facile,B pe prend même étranger dans Maurice. Plein étranger pe travail dans tu grand surface partu l'aéroport tu ena étrange. B prend enpe docteur étranger à Maurice se plus facile.,train,restore Mauritian Creole text: Ben p prend même étrange dans maurice plein étrange p travail dans tt grand surface partout l'aéroport tt enna étrange. Ben prend un p docteur étrange à maurice c plus facile,31,30,174,175,74,57,2.3870967741935485,1.9,False,False,False,False
Ala changement sorti 5 credit pou vine 3 credit incroyable,"Ala changement, sorti 5 credit pu vinn 3 credit. Incroyable!",train,restore Mauritian Creole text: Ala changement sorti 5 credit pou vine 3 credit incroyable,10,10,58,60,25,19,2.5,1.9,False,False,False,False
"[NAME], pareil cmt beaucoup p work dans magazin, la boutik etc... Li pareil! Ban comments certains dimounes ça, ouf🤦‍♀️","[NAME], pareil kuma beaucoup pe work dans magazin, la boutik etc... Li pareil! Bann comments certains dimunn sa, ouf.🤦‍♀️",train,"restore Mauritian Creole text: [NAME], pareil cmt beaucoup p work dans magazin, la boutik etc... Li pareil! Ban comments certains dimounes ça, ouf🤦‍♀️",19,19,119,121,51,46,2.6842105263157894,2.4210526315789473,True,True,False,False
Ena speed limit labas! Ki vitesse li p roulé😡,Ena speed limit laba!! Ki vites li pe roule?😡,train,restore Mauritian Creole text: Ena speed limit labas! Ki vitesse li p roulé😡,9,9,45,45,29,20,3.2222222222222223,2.2222222222222223,True,True,False,False
Commissioner pa tend li,Commissioner pa tande li.,train,restore Mauritian Creole text: Commissioner pa tend li,4,4,23,25,16,11,4.0,2.75,False,False,False,False
How can nature disturb prayers??,How can nature disturb prayers??,train,restore Mauritian Creole text: How can nature disturb prayers??,5,5,32,32,16,7,3.2,1.4,False,False,False,False
T kav elever to zanfan bien ou pa dan la mizer dan richess mai seki zanfan la envi vini ek fr li pu fr li parey nu in fr zanfan nu pne fr zot leker ek zt choi apart nu kav konsey zt mai seki ena dan zt latet saem zt pu fr zot madam la li p abize la ress trankil plitot,"To kapav zelev to zanfan bien, ou pa dan la mizer dan richess, me seki zanfan la anvi vini ek fer li pu fer li. pareil nu inn fer zanfan nu, pann fer zot leker ek zot choix. Apart nu kapav konsey zot, me seki ena dan zot latet samem zot pu fer zot. Madam la li pe abize la. Res trankil plito.",train,restore Mauritian Creole text: T kav elever to zanfan bien ou pa dan la mizer dan richess mai seki zanfan la envi vini ek fr li pu fr li parey nu in fr zanfan nu pne fr zot leker ek zt choi apart nu kav konsey zt mai seki ena dan zt latet saem zt pu fr zot madam la li p abize la ress trankil plitot,63,63,268,292,146,148,2.3174603174603177,2.3492063492063493,False,False,False,False
okay b ki fr refuse donne portable la police alors si pena nanier a casiette,OKay! B kifer refuse donne portable la police alors si pena nanyin a kasyet?,train,restore Mauritian Creole text: okay b ki fr refuse donne portable la police alors si pena nanier a casiette,15,14,76,76,34,31,2.2666666666666666,2.2142857142857144,False,False,False,False
Be la ki zot pou faire li,B la ki zot pu faire li?,train,restore Mauritian Creole text: Be la ki zot pou faire li,7,7,25,24,23,15,3.2857142857142856,2.142857142857143,False,False,False,False
Moricien kot comprend sa li… apart fr mari lor chemin ek son Toyota vitz / road rage / geos lecorps sorti pou baT …,Morisien kot comprend sa li… apart fer mari lor chemin ek son toyota vitz / road rage / geos lekor sorti pu bate …,train,restore Mauritian Creole text: Moricien kot comprend sa li… apart fr mari lor chemin ek son Toyota vitz / road rage / geos lecorps sorti pou baT …,24,24,115,114,56,52,2.3333333333333335,2.1666666666666665,False,False,False,False
"[NAME], li pa pu ggne alzheimer apre asking for a friend","[NAME], li pa pu gagne Alzheimer apre?? Asking for a friend.",train,"restore Mauritian Creole text: [NAME], li pa pu ggne alzheimer apre asking for a friend",11,11,56,60,34,25,3.090909090909091,2.272727272727273,False,False,False,False
Bizin pas donne caution sa ban zot nuire la vie public. So zot sorti zot pou re commencé pou gagne l’argent facile,Bizin pas donne caution sa bann zot nuire lavi public. So zot sorti zot pu re commencé pu gagne l’argent facile.,train,restore Mauritian Creole text: Bizin pas donne caution sa ban zot nuire la vie public. So zot sorti zot pou re commencé pou gagne l’argent facile,22,21,114,112,53,46,2.409090909090909,2.1904761904761907,False,False,False,False
Guess CK i,Guess seki?.,train,restore Mauritian Creole text: Guess CK i,3,2,10,12,15,6,5.0,3.0,False,False,False,False
P coze cake aster. B lor la plage et cot robo kisane la ine faire sa,Pe koze cake aster. B lor la plage et kot robo kisnala la inn faire sa?,train,restore Mauritian Creole text: P coze cake aster. B lor la plage et cot robo kisane la ine faire sa,16,16,68,71,41,36,2.5625,2.25,False,False,False,False
Crypto King in vin Chota Don tou astr! 😅😅,Crypto King inn vinn Chota Don tu aster! 😅😅,train,restore Mauritian Creole text: Crypto King in vin Chota Don tou astr! 😅😅,9,9,41,43,25,19,2.7777777777777777,2.111111111111111,True,True,False,False
"[NAME], ki p. Arrive[NAME]","[NAME], ki pe arrive [NAME]?",train,"restore Mauritian Creole text: [NAME], ki p. Arrive[NAME]",4,5,26,28,25,14,6.25,2.8,False,False,False,False
Hope ki pena blessé.. mo ena 1 ti regard particulier pou sa bus vu ki li unique pou nous génération 😪😪😪😪,Hope ki pena blessé.. Mo ena 1 ti regard particulier pu sa bus vu ki li unique pu nous génération. 😪😪😪😪,train,restore Mauritian Creole text: Hope ki pena blessé.. mo ena 1 ti regard particulier pou sa bus vu ki li unique pou nous génération 😪😪😪😪,21,21,104,103,47,39,2.238095238095238,1.8571428571428572,True,True,False,False
Ala ki resultat nu ggner kan ena bane mayo caré ki p dirige nou ti z'ile,"Ala ki rezilta nu gagne, kan ena bann mayo care ki pe dirige nu ti lil!",train,restore Mauritian Creole text: Ala ki resultat nu ggner kan ena bane mayo caré ki p dirige nou ti z'ile,16,16,72,71,45,38,2.8125,2.375,False,False,False,False
Don n conge si envi pena problem,Donne enn conge si anvi pena problem.,train,restore Mauritian Creole text: Don n conge si envi pena problem,7,7,32,37,22,15,3.142857142857143,2.142857142857143,False,False,False,False
"Kan li cozer coumadir li p caca, sitant li cause menti et li 1 expert lor bluffer","Kan li koze kumadir li pe kaka, sitant li cause menti et li 1 expert lor bluffer.",train,"restore Mauritian Creole text: Kan li cozer coumadir li p caca, sitant li cause menti et li 1 expert lor bluffer",17,17,81,81,50,45,2.9411764705882355,2.6470588235294117,False,False,False,False
Camion gros en tord apresi van la tie pez frein depuis bien avant 🤷‍♂️,Camion gros antor. Apre si van la ti pez frein depuis bien avant. 🤷‍♂️,train,restore Mauritian Creole text: Camion gros en tord apresi van la tie pez frein depuis bien avant 🤷‍♂️,14,14,70,70,37,29,2.642857142857143,2.0714285714285716,True,True,False,False
Al ramass 1pè gandia kine saisie al fair donation tou seki envi fimè fimè ankor p travail em simik 100 pou reste vandè em travail reflèchi 2028 to gayn proposition 2029 to reflèchi enkor 2030 to ankor dèbatè em,"Ale ramasse enpe gandia kinn saisie. Ale fer donation tu seki anvi fime, fime ankor pe travail mem, simik 100 pu reste vande mem, travail reflechi 2028 to gagne proposition 2029 to reflechi ankor 2030 to ankor debate mem.",train,restore Mauritian Creole text: Al ramass 1pè gandia kine saisie al fair donation tou seki envi fimè fimè ankor p travail em simik 100 pou reste vandè em travail reflèchi 2028 to gayn proposition 2029 to reflèchi enkor 2030 to ankor dèbatè em,39,39,210,221,92,77,2.358974358974359,1.9743589743589745,False,False,False,False
Pendi sa criminelle do,Pendi sa criminelle dow.,train,restore Mauritian Creole text: Pendi sa criminelle do,4,4,22,24,20,13,5.0,3.25,False,False,False,False
Bane ki p critique piti la c'est parce ki dans zot la vie zot frustré aigri et jaloux zot pas p kav accepter ki piti la pli populaire ki zot 🤣🤣🤣,"Bann ki pe kritik piti la c'est parski dans zot lavi zot frustre, aigri et jaloux. Zot pas pe kapav accepte ki piti la plis populaire ki zot. 🤣🤣🤣",train,restore Mauritian Creole text: Bane ki p critique piti la c'est parce ki dans zot la vie zot frustré aigri et jaloux zot pas p kav accepter ki piti la pli populaire ki zot 🤣🤣🤣,31,29,144,145,79,72,2.5483870967741935,2.4827586206896552,True,True,False,False
Bisin servi sac poubelle pou nous prope santer et sante les autres,Bizin servi sac poubelle. Pu nous prope sante et sante les autres.,train,restore Mauritian Creole text: Bisin servi sac poubelle pou nous prope santer et sante les autres,12,12,66,66,33,25,2.75,2.0833333333333335,False,False,False,False
Kin ariver koumsa svp,Kinn arrive kumsa svp?,train,restore Mauritian Creole text: Kin ariver koumsa svp,4,4,21,22,24,14,6.0,3.5,False,False,False,False
Hppy n gud decisiion.. Morisien kpv boir delo grnbassin aster,Happy and good decision.. Morisien kapav bwar dilo Grand Bassin aster.,train,restore Mauritian Creole text: Hppy n gud decisiion.. Morisien kpv boir delo grnbassin aster,10,11,61,70,44,28,4.4,2.5454545454545454,False,False,False,False
